p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,Popularity,Base_Stats,Ingame_Stats
Kevin Müller,Heidenheim,Germany,Bundesliga,73,GK,0,normal,Controlled Lengthy,350.0,0,1,3,M,M,71,71,67,75,48,73,"190cm | 6'3""",2,405,844
Marius Müller,FC Schalke 04,Germany,Bundesliga 2,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,72,69,69,74,30,73,"192cm | 6'4""",9,387,794
Paul Nardi,KAA Gent,France,1A Pro League,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,74,67,68,76,50,72,"187cm | 6'2""",2,407,817
Amath Ndiaye,RCD Mallorca,Senegal,LALIGA EA SPORTS,73,LM,"RM,ST,LW",normal,Explosive,0.0,600,4,4,M,M,91,68,66,75,49,64,"173cm | 5'8""",2,413,1941
Luca Netz,M'gladbach,Germany,Bundesliga,73,LB,"LWB,LM",normal,Controlled,0.0,700,2,3,M,M,79,47,66,69,70,62,"184cm | 6'0""",3,393,1850
Cyril Ngonge,Hellas Verona,Belgium,Serie A TIM,73,CF,"RW,ST",normal,Mostly Explosive,0.0,400,4,4,H,L,85,71,64,75,35,67,"179cm | 5'10""",1,397,1871
Tanguy Nianzou,Sevilla FC,France,LALIGA EA SPORTS,73,CB,0,normal,Controlled Lengthy,300.0,0,2,3,L,H,60,37,55,63,72,75,"191cm | 6'3""",2,362,1680
Bart Nieuwkoop,Feyenoord,Holland,Eredivisie,73,RM,"RWB,RW",normal,Controlled Lengthy,0.0,350,3,3,H,H,72,62,71,70,73,77,"181cm | 5'11""",8,425,2007
Fabián Noguera,Abha Club,Argentina,ROSHN Saudi League,73,CB,0,normal,Controlled,350.0,0,2,2,M,M,36,38,46,50,73,84,"193cm | 6'4""",0,327,1544
Rúben Miguel Nunes Vezo,Levante UD,Portugal,LALIGA HYPERMOTION,73,CB,0,normal,Controlled Lengthy,350.0,0,2,2,M,M,72,54,64,64,73,76,"183cm | 6'0""",0,403,1880
Allan-Roméo Nyom,CD Leganés,Cameroon,LALIGA HYPERMOTION,73,CB,"RB,RM",normal,Lengthy,0.0,350,2,3,M,M,80,59,69,66,69,86,"189cm | 6'2""",4,429,1953
Jens Odgaard,AZ,Denmark,Eredivisie,73,RW,"RM,ST",normal,Mostly Lengthy,0.0,350,3,3,H,M,75,76,68,73,42,79,"190cm | 6'3""",4,413,1935
David Okereke,Cremonese,Nigeria,Serie BKT,73,ST,"CF,RW,LW",normal,Mostly Explosive,0.0,350,3,4,H,M,85,69,54,77,26,67,"181cm | 5'11""",2,378,1715
Joseph Okumu,Stade de Reims,Kenya,Ligue 1 Uber Eats,73,CB,0,normal,Mostly Lengthy,600.0,0,2,3,M,H,78,41,56,62,73,77,"193cm | 6'4""",4,387,1779
Rogério,VfL Wolfsburg,Brazil,Bundesliga,73,LB,LWB,normal,Controlled Explosive,0.0,500,3,3,M,M,74,53,68,75,70,58,"178cm | 5'10""",2,398,1900
André Oliveira Silva,Vitória SC,Brazil,Liga Portugal,73,ST,"CF,LW",normal,Controlled Explosive,0.0,350,3,3,M,M,76,72,67,74,32,66,"177cm | 5'10""",0,387,1852
Gastón Olveira,Olimpia,Uruguay,Libertadores,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,72,75,57,73,19,70,"191cm | 6'3""",0,366,643
Ohi Omoijuanfo,Brøndby IF,Norway,3F Superliga,73,ST,CF,normal,Controlled Lengthy,0.0,350,3,4,M,M,75,73,63,70,44,76,"188cm | 6'2""",0,401,1908
Abdülkadir Ömür,Trabzonspor,Turkey,Trendyol Süper Lig,73,CM,"CAM,RW",normal,Explosive,0.0,350,4,3,H,L,84,67,72,81,53,57,"168cm | 5'6""",4,414,1990
Onuachu,Southampton,Nigeria,EFL Championship,73,ST,CF,normal,Controlled Lengthy,0.0,350,3,3,H,M,60,73,58,64,45,80,"201cm | 6'7""",14,380,1780
Raphael Onyedika,Club Brugge,Nigeria,1A Pro League,73,CDM,CM,normal,Controlled Lengthy,0.0,300,2,3,M,H,74,53,63,70,70,78,"184cm | 6'0""",3,408,1882
Frank Onyeka,Brentford,Nigeria,Premier League,73,CDM,CM,normal,Controlled,0.0,2.5K,3,3,H,H,79,57,64,70,71,76,"183cm | 6'0""",6,417,1935
Aimar Oroz Huarte,CA Osasuna,Spain,LALIGA EA SPORTS,73,CM,"CAM,ST",normal,Controlled Explosive,0.0,400,3,3,H,L,68,74,70,74,57,64,"177cm | 5'10""",3,407,1928
Richard Ortiz,Olimpia,Paraguay,Libertadores,73,CDM,CM,normal,Controlled,0.0,350,3,3,H,H,73,68,68,71,70,83,"174cm | 5'9""",0,433,2061
Pedro Ortíz,CS Emelec,Ecuador,Sudamericana,73,GK,0,normal,Controlled,300.0,0,1,2,M,M,74,71,69,76,26,72,"188cm | 6'2""",0,388,696
Jonathan Osorio,Toronto FC,Canada,MLS,73,CM,"CDM,LM",normal,Controlled,0.0,350,3,5,H,H,56,69,71,75,63,65,"175cm | 5'9""",5,399,1939
Leo Østigård,Napoli FC,Norway,Serie A TIM,73,CB,0,normal,Mostly Lengthy,400.0,0,2,3,M,M,68,37,50,61,71,81,"185cm | 6'1""",10,368,1685
Juan Ferney Otero,R. Sporting,Colombia,LALIGA HYPERMOTION,73,RM,"LM,RW,ST",normal,Controlled Explosive,0.0,350,4,3,M,L,91,73,67,73,31,73,"181cm | 5'11""",5,408,1909
Alexandre Oukidja,FC Metz,Algeria,Ligue 1 Uber Eats,73,GK,0,normal,Controlled Lengthy,650.0,0,1,3,M,M,70,72,70,73,47,74,"184cm | 6'0""",7,406,898
Seung Ho Paik,Jeonbuk Hyundai,Korea Republic,K League 1,73,CM,CDM,normal,Controlled Explosive,0.0,1.6K,4,5,M,H,69,68,71,74,64,75,"180cm | 5'11""",3,421,2020
Leart Paqarada,1. FC Köln,Kosovo,Bundesliga,73,LB,LWB,normal,Controlled,0.0,450,3,3,H,M,75,47,71,71,66,70,"184cm | 6'0""",6,400,1901
José Paradela,Tigre,Argentina,Sudamericana,73,LM,"RM,CM,LW",normal,Controlled Explosive,0.0,400,3,3,M,L,71,66,73,75,59,60,"179cm | 5'10""",0,404,1929
Martín Payero,Middlesbrough,Argentina,EFL Championship,73,CM,0,normal,Controlled,0.0,0,3,2,M,L,74,63,73,76,63,72,"182cm | 6'0""",1,421,2015
Sergio Peña,Malmö FF,Peru,Allsvenskan,73,CM,"CDM,CAM",normal,Controlled,0.0,350,4,3,L,L,55,66,77,76,58,71,"178cm | 5'10""",3,403,2006
Ignacio Peña Sotorres,FC Barcelona,Spain,LALIGA EA SPORTS,73,GK,0,normal,Controlled,500.0,0,1,3,M,M,72,68,77,73,35,72,"184cm | 6'0""",4,397,776
Mauricio Pereyra,Orlando City,Uruguay,MLS,73,CAM,CM,normal,Controlled Explosive,0.0,350,4,2,M,L,69,65,74,75,53,67,"170cm | 5'7""",0,403,1972
Marco Pérez,Águilas Doradas,Colombia,Sudamericana,73,ST,CF,normal,Controlled Lengthy,0.0,350,3,3,M,M,87,75,61,63,31,75,"182cm | 6'0""",0,392,1817
Rafael Pérez,San Lorenzo,Colombia,Sudamericana,73,CB,0,normal,Mostly Lengthy,700.0,0,2,3,M,M,59,45,51,61,71,85,"186cm | 6'1""",1,372,1729
Juankar,Panathinaikos,Spain,Hellas Liga,73,LB,LWB,normal,Controlled Explosive,0.0,1.2K,3,2,M,M,77,62,69,73,66,70,"179cm | 5'10""",2,417,1982
Luis Pérez,R. Valladolid CF,Spain,LALIGA HYPERMOTION,73,RB,RWB,normal,Controlled Explosive,0.0,350,3,2,H,M,87,47,62,67,67,75,"174cm | 5'9""",-1,405,1865
Enrique Pérez Muñoz,Rayo Vallecano,Spain,LALIGA EA SPORTS,73,CM,"CDM,CAM",normal,Controlled,0.0,350,3,3,H,L,60,64,71,77,59,54,"184cm | 6'0""",0,385,1851
Lucas Perrin,Strasbourg,France,Ligue 1 Uber Eats,73,CB,LB,normal,Controlled Lengthy,0.0,600,2,2,M,M,44,35,55,59,76,71,"188cm | 6'2""",0,340,1594
Pavao Pervan,VfL Wolfsburg,Austria,Bundesliga,73,GK,0,normal,Controlled,350.0,0,1,4,M,M,72,73,69,75,30,70,"194cm | 6'4""",1,389,740
Jakub Pešek,Sparta Praha,Czech Republic,Česká Liga,73,RW,"RM,LW",normal,Explosive,0.0,350,3,3,M,M,86,67,69,75,28,46,"174cm | 5'9""",-1,371,1768
Aleksandar Pešić,Ferencvárosi TC,Serbia,Magyar Liga,73,ST,CF,normal,Lengthy,0.0,350,3,4,H,M,68,73,62,67,45,79,"190cm | 6'3""",-1,394,1855
Giuseppe Pezzella,Empoli,Italy,Serie A TIM,73,LB,"LWB,LM",normal,Controlled Lengthy,0.0,850,3,3,M,M,73,57,67,70,68,74,"187cm | 6'2""",0,409,1915
Nathaniel Phillips,Liverpool,England,Premier League,73,CB,0,normal,Controlled Lengthy,0.0,0,2,2,L,M,51,30,50,50,74,73,"190cm | 6'3""",8,328,1543
Krzysztof Piątek,Başakşehir,Poland,Trendyol Süper Lig,73,ST,CF,normal,Controlled Lengthy,0.0,350,3,3,M,M,70,73,54,70,36,70,"183cm | 6'0""",0,373,1779
Kamil Piątkowski,RB Salzburg,Poland,Ö. Bundesliga,73,CB,0,normal,Controlled Lengthy,350.0,0,2,4,H,H,83,47,65,69,71,81,"191cm | 6'3""",6,416,1900
Ronaël Pierre-Gabriel,FC Nantes,France,Ligue 1 Uber Eats,73,RB,RWB,normal,Controlled,0.0,650,3,3,M,M,73,48,62,69,71,71,"177cm | 5'10""",2,394,1846
Mirko Pigliacelli,Palermo,Italy,Serie BKT,73,GK,0,normal,Controlled,350.0,0,1,4,M,M,73,72,83,73,48,72,"184cm | 6'0""",0,421,1090
Iván Piris,Libertad,Paraguay,Libertadores,73,RB,"RWB,LB",normal,Mostly Explosive,0.0,350,3,3,M,M,81,48,61,69,69,73,"173cm | 5'8""",-1,401,1899
Francisco Pizzini,Vélez Sarsfield,Argentina,LPF,73,LM,"RM,CF,LW",normal,Mostly Explosive,0.0,350,4,3,H,M,81,68,71,75,40,67,"178cm | 5'10""",0,402,1905
Óscar Plano Pedreño,Elche CF,Spain,LALIGA HYPERMOTION,73,LM,"RM,CAM,LW",normal,Controlled Explosive,0.0,350,3,4,H,H,82,70,69,72,56,74,"180cm | 5'11""",0,423,2011
Ponce,AEK Athens,Argentina,Hellas Liga,73,ST,CF,normal,Controlled,0.0,200,3,3,H,M,75,72,61,72,37,69,"180cm | 5'11""",2,386,1864
Lukas Provod,Slavia Praha,Czech Republic,Česká Liga,73,CM,LM,normal,Mostly Lengthy,0.0,350,3,4,H,H,72,72,73,74,67,81,"191cm | 6'3""",1,439,2105
Jorge Pulido Mayoral,SD Huesca,Spain,LALIGA HYPERMOTION,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,M,M,41,43,54,53,73,79,"186cm | 6'1""",1,343,1668
Cryzan Queiroz Barcelos,Shandong Taishan,Brazil,CSL,73,ST,"CF,RW",normal,Controlled,0.0,350,3,4,H,M,80,72,69,70,25,80,"190cm | 6'3""",-1,396,1884
Largie Ramazani,UD Almería,Belgium,LALIGA EA SPORTS,73,RM,"LM,RW,ST",normal,Explosive,0.0,350,3,4,H,M,87,67,64,77,33,56,"167cm | 5'6""",7,384,1801
Gastón Ramírez,San Lorenzo,Uruguay,Sudamericana,73,CAM,0,normal,Controlled,350.0,0,4,3,M,L,56,71,74,76,39,62,"183cm | 6'0""",2,378,1883
Chris Ramos,Cádiz CF,Spain,LALIGA EA SPORTS,73,ST,"RM,LM,CF",normal,Controlled Lengthy,0.0,350,3,2,H,M,81,71,60,72,35,67,"190cm | 6'3""",2,386,1771
Bart Ramselaar,FC Utrecht,Holland,Eredivisie,73,CAM,LW,normal,Mostly Explosive,0.0,350,3,3,H,M,83,71,68,75,52,67,"178cm | 5'10""",1,416,1961
Federico Rasmussen,Godoy Cruz,Argentina,LPF,73,CB,LB,normal,Controlled Lengthy,0.0,350,2,2,H,H,55,34,61,59,72,83,"191cm | 6'3""",0,364,1693
Jacob Rasmussen,Brøndby IF,Denmark,3F Superliga,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,M,M,56,38,57,62,73,79,"190cm | 6'3""",0,365,1700
Tim Ream,Fulham,United States,Premier League,73,CB,0,normal,Controlled Lengthy,400.0,0,2,3,M,M,52,44,69,68,76,70,"185cm | 6'1""",6,379,1845
Jeff Reine-Adélaïde,OL,France,Ligue 1 Uber Eats,73,CM,0,normal,Controlled,0.0,0,4,3,H,M,68,69,72,78,54,64,"184cm | 6'0""",3,405,1919
Luiz Lúcio Reis Júnior,FC Famalicão,Brazil,Liga Portugal,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,73,72,67,73,30,72,"194cm | 6'4""",0,387,696
Mihailo Ristić,SL Benfica,Serbia,Liga Portugal,73,LB,LWB,normal,Controlled,0.0,0,3,3,H,L,75,64,66,73,67,68,"180cm | 5'11""",2,413,1921
Hugo Rodallega,Santa Fe,Colombia,Sudamericana,73,ST,CF,normal,Controlled,0.0,400,3,3,H,M,60,75,68,70,43,67,"181cm | 5'11""",4,383,1893
Patricio Rodríguez,Bolívar,Argentina,Libertadores,73,LW,LM,normal,Explosive,0.0,350,4,3,H,M,82,68,70,77,29,39,"170cm | 5'7""",1,365,1773
Jay Rodriguez,Burnley,England,Premier League,73,ST,CF,normal,Controlled Lengthy,0.0,450,3,4,H,M,63,76,68,72,42,66,"185cm | 6'1""",3,387,1890
Gabriel Rojas,Racing Club,Argentina,Libertadores,73,LB,LWB,normal,Mostly Explosive,0.0,350,3,3,H,M,82,60,69,73,65,70,"173cm | 5'8""",1,419,1989
Felipe Román,Atl. Nacional,Colombia,Libertadores,73,RB,RWB,normal,Controlled,0.0,350,3,3,M,M,85,52,65,64,63,74,"183cm | 6'0""",-2,403,1824
Braian Romero,Vélez Sarsfield,Argentina,LPF,73,ST,"RM,CF",normal,Mostly Explosive,0.0,350,3,2,H,M,82,72,67,75,50,72,"176cm | 5'9""",0,418,1995
Salomón Rondón,River Plate,Venezuela,Libertadores,73,ST,CF,normal,Controlled Lengthy,0.0,500,3,4,M,L,48,73,65,68,32,75,"189cm | 6'2""",2,361,1785
Kemar Roofe,Rangers,Jamaica,cinch Prem,73,ST,CF,normal,Controlled Explosive,0.0,350,3,4,H,M,72,74,66,72,50,59,"178cm | 5'10""",3,393,1937
Diego Rubio,Colorado Rapids,Chile,MLS,73,ST,"CAM,CF",normal,Controlled,0.0,350,3,4,H,H,68,73,65,71,48,71,"180cm | 5'11""",2,396,1947
Rúnar Alex Rúnarsson,Cardiff City,Iceland,EFL Championship,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,73,71,74,73,45,72,"186cm | 6'1""",1,408,917
André Filipe Russo Franco,FC Porto,Portugal,Liga Portugal,73,CAM,"RM,CM",normal,Controlled Explosive,0.0,650,3,3,M,L,74,70,71,73,41,63,"177cm | 5'10""",2,392,1841
Georginio Rutter,Leeds United,France,EFL Championship,73,CF,"RM,ST",normal,Controlled Explosive,0.0,350,4,5,M,M,77,71,59,77,24,63,"182cm | 6'0""",14,371,1756
Emir Sahiti,Hajduk Split,Kosovo,Liga Hrvatska,73,RM,"LM,RW",normal,Explosive,0.0,350,3,4,H,M,84,71,66,75,41,66,"174cm | 5'9""",0,403,1911
Mamadou Sakho,Montpellier,France,Ligue 1 Uber Eats,73,CB,0,normal,Controlled,700.0,0,2,2,L,H,35,35,63,55,72,80,"187cm | 6'2""",5,340,1639
Manolis Saliakas,FC St. Pauli,Greece,Bundesliga 2,73,RWB,RB,normal,Controlled Explosive,0.0,200,2,4,M,H,68,57,66,68,66,68,"175cm | 5'9""",2,393,1893
Ulrik Saltnes,FK Bodø/Glimt,Norway,Eliteserien,73,CM,0,normal,Controlled Lengthy,350.0,0,3,3,H,H,75,65,70,72,69,84,"187cm | 6'2""",1,435,2047
Lazar Samardžić,Udinese,Serbia,Serie A TIM,73,CM,CAM,normal,Controlled,0.0,400,3,3,H,M,70,70,71,76,57,64,"184cm | 6'0""",9,408,1920
Carlos Sánchez,Peñarol,Uruguay,Sudamericana,73,CM,"RM,CAM",normal,Controlled,0.0,300,3,4,H,M,71,74,75,73,60,67,"170cm | 5'7""",0,420,2036
Iván Sánchez Aguayo,R. Valladolid CF,Spain,LALIGA HYPERMOTION,73,RM,"CM,RW",normal,Controlled Explosive,0.0,350,3,3,H,M,74,69,71,78,39,44,"171cm | 5'7""",0,375,1810
Salvador Sánchez Ponce,RCD Espanyol,Spain,LALIGA HYPERMOTION,73,RM,"LM,RW",normal,Controlled Explosive,0.0,350,3,3,H,M,82,64,73,73,39,46,"175cm | 5'9""",1,377,1818
Ron Schallenberg,FC Schalke 04,Germany,Bundesliga 2,73,CDM,CM,normal,Controlled Lengthy,0.0,300,2,2,M,H,62,50,63,67,70,76,"185cm | 6'1""",5,388,1819
Alexander Schlager,RB Salzburg,Austria,Ö. Bundesliga,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,73,69,66,74,46,73,"184cm | 6'0""",-1,401,814
Romano Schmid,SV Werder Bremen,Austria,Bundesliga,73,CAM,CM,normal,Controlled Explosive,0.0,350,3,3,H,M,78,64,69,79,51,55,"168cm | 5'6""",3,396,1851
Lasse Schøne,N.E.C. Nijmegen,Denmark,Eredivisie,73,CM,CDM,normal,Controlled,0.0,350,3,3,L,L,36,74,79,74,61,60,"178cm | 5'10""",7,384,1980
Aleksandar Sedlar,D. Alavés,Serbia,LALIGA EA SPORTS,73,CB,CDM,normal,Controlled,0.0,350,2,3,M,H,46,43,51,51,74,77,"180cm | 5'11""",0,342,1622
Ibrahim Šehić,Al Khaleej,Bosnia and Herzegovina,ROSHN Saudi League,73,GK,0,normal,Controlled,350.0,0,1,1,M,M,70,72,67,73,32,76,"190cm | 6'3""",1,390,690
Davie Selke,1. FC Köln,Germany,Bundesliga,73,ST,CF,normal,Mostly Lengthy,0.0,400,3,3,H,M,73,72,54,69,37,78,"195cm | 6'5""",17,383,1814
Luigi Sepe,Latium,Italy,Serie A TIM,73,GK,0,normal,Controlled Lengthy,400.0,0,1,2,M,M,72,71,70,76,44,70,"185cm | 6'1""",0,403,873
Ben Sheaf,Coventry City,England,EFL Championship,73,CDM,CM,normal,Controlled Lengthy,0.0,350,2,3,M,H,50,47,69,65,72,74,"185cm | 6'1""",3,377,1851
Jordan Siebatcheu,Union Berlin,United States,Bundesliga,73,ST,CF,normal,Lengthy,0.0,0,3,3,M,M,64,72,60,70,35,75,"191cm | 6'3""",-1,376,1793
Arnór Sigurðsson,Blackburn Rovers,Iceland,EFL Championship,73,LM,"CAM,CF,LW",normal,Controlled Explosive,0.0,450,3,3,H,L,80,70,69,73,41,62,"177cm | 5'10""",2,395,1844
Jadson,Shandong Taishan,Brazil,CSL,73,CB,0,normal,Mostly Lengthy,350.0,0,2,3,M,M,67,35,47,53,73,79,"186cm | 6'1""",0,354,1621
Henrique,OL,Brazil,Ligue 1 Uber Eats,73,LB,LWB,normal,Controlled Explosive,0.0,700,3,3,H,M,76,45,63,71,70,65,"173cm | 5'8""",0,390,1813
Marcos Antonio,Latium,Brazil,Serie A TIM,73,CM,CDM,normal,Explosive,0.0,0,4,3,H,M,81,65,71,77,59,48,"168cm | 5'6""",3,401,1880
Santiago Simón,River Plate,Argentina,Libertadores,73,RM,"CM,RW",normal,Controlled Explosive,0.0,350,3,2,M,M,77,63,71,74,66,72,"181cm | 5'11""",1,423,2016
Moussa Sissoko,FC Nantes,France,Ligue 1 Uber Eats,73,CM,CDM,normal,Mostly Lengthy,0.0,600,3,3,M,M,63,62,73,73,70,81,"187cm | 6'2""",14,422,2017
Antonio Sivera Salvá,D. Alavés,Spain,LALIGA EA SPORTS,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,74,68,72,76,57,71,"185cm | 6'1""",0,418,979
Douglas Augusto,FC Nantes,Brazil,Ligue 1 Uber Eats,73,CM,"CDM,CAM",normal,Controlled,0.0,850,2,3,M,M,73,69,69,70,69,78,"174cm | 5'9""",1,428,2039
Fábio Silva,Wolves,Portugal,Premier League,73,ST,CF,normal,Controlled,0.0,500,4,3,M,M,74,73,58,74,31,72,"185cm | 6'1""",5,382,1797
Eduard Sobol,Strasbourg,Ukraine,Ligue 1 Uber Eats,73,LWB,"LB,LM",normal,Controlled,0.0,600,2,2,H,M,75,64,67,70,69,73,"186cm | 6'1""",2,418,1986
Ola Solbakken,Roma FC,Norway,Serie A TIM,73,RM,"RW,LW",normal,Controlled,0.0,0,3,4,H,M,81,69,66,73,37,69,"186cm | 6'1""",2,395,1817
Yira Sor,KRC Genk,Nigeria,1A Pro League,73,RM,"RW,ST",normal,Mostly Explosive,0.0,400,4,2,H,M,91,71,64,76,37,58,"179cm | 5'10""",3,397,1910
Adama Soumaoro,Bologna,France,Serie A TIM,73,CB,0,normal,Controlled Lengthy,500.0,0,2,3,M,M,52,37,50,54,72,78,"187cm | 6'2""",2,343,1623
Arnaud Souquet,Chicago Fire FC,France,MLS,73,RB,RWB,normal,Controlled,0.0,350,3,3,M,M,66,59,68,72,71,70,"179cm | 5'10""",0,406,1932
John Souttar,Rangers,Scotland,cinch Prem,73,CB,0,normal,Lengthy,400.0,0,2,4,H,M,66,47,60,67,72,73,"189cm | 6'2""",2,385,1785
Harry Souttar,Leicester City,Australia,EFL Championship,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,M,H,47,28,52,57,73,79,"198cm | 6'6""",4,336,1532
Andraž Šporar,Panathinaikos,Slovenia,Hellas Liga,73,ST,CF,normal,Controlled,0.0,350,3,4,M,L,75,73,66,70,19,67,"186cm | 6'1""",4,370,1777
Jack Stacey,Norwich,England,EFL Championship,73,RB,RWB,normal,Controlled,0.0,800,3,3,H,M,72,55,66,70,69,71,"180cm | 5'11""",2,403,1892
Calvin Stengs,Feyenoord,Holland,Eredivisie,73,CAM,"CM,RW",normal,Controlled,0.0,350,4,3,M,L,70,65,73,75,52,64,"187cm | 6'2""",11,399,1896
Angelo Stiller,VfB Stuttgart,Germany,Bundesliga,73,CM,CDM,normal,Controlled,0.0,350,3,3,M,M,60,56,74,73,68,66,"183cm | 6'0""",2,397,1918
Nikola Storm,KV Mechelen,Belgium,1A Pro League,73,LW,LM,normal,Controlled Explosive,0.0,900,3,5,M,M,77,73,70,74,36,57,"178cm | 5'10""",1,387,1849
Kevin Strootman,Genoa,Holland,Serie A TIM,73,CM,CDM,normal,Controlled Lengthy,0.0,400,2,3,L,M,45,67,72,70,71,76,"186cm | 6'1""",2,401,1985
Pascal Struijk,Leeds United,Holland,EFL Championship,73,CB,LB,normal,Mostly Lengthy,0.0,350,2,4,M,H,59,39,59,64,73,77,"190cm | 6'3""",6,371,1740
Matías Suárez,River Plate,Argentina,Libertadores,73,ST,"CF,LW",normal,Controlled,0.0,350,4,4,M,M,71,74,73,77,46,66,"183cm | 6'0""",1,407,1996
Isaac Success,Udinese,Nigeria,Serie A TIM,73,ST,CF,normal,Controlled Lengthy,0.0,450,3,3,M,M,70,71,66,75,38,67,"182cm | 6'0""",1,387,1819
Crysencio Summerville,Leeds United,Holland,EFL Championship,73,RM,"LM,RW",normal,Explosive,0.0,350,3,3,H,M,89,69,63,77,35,54,"174cm | 5'9""",7,387,1791
Toni Šunjić,Henan SSLM FC,Bosnia and Herzegovina,CSL,73,CB,0,normal,Controlled,350.0,0,2,3,L,H,41,40,53,36,75,80,"194cm | 6'4""",0,325,1523
Erik Sviatchenko,Houston Dynamo,Denmark,MLS,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,M,H,58,51,61,61,72,83,"184cm | 6'0""",1,386,1841
Jan Sýkora,Viktoria Plzeň,Czech Republic,Česká Liga,73,LM,"LB,CAM,LW",normal,Controlled Explosive,0.0,250,3,3,H,H,78,69,71,74,62,66,"171cm | 5'7""",0,420,2024
Issiaga Sylla,Montpellier,Guinea,Ligue 1 Uber Eats,73,LB,"RB,LWB",normal,Controlled,0.0,800,3,2,M,H,70,61,68,68,68,73,"180cm | 5'11""",2,408,1926
Yohei Takaoka,Whitecaps FC,Japan,MLS,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,76,72,67,74,29,70,"181cm | 5'11""",1,388,686
Charlie Taylor,Burnley,England,Premier League,73,CB,LB,normal,Controlled Lengthy,0.0,450,3,2,M,H,68,52,68,70,73,77,"185cm | 6'1""",3,408,1941
Ramón Terrats Espacio,Villarreal CF,Spain,LALIGA EA SPORTS,73,CM,"CB,CDM",normal,Controlled Lengthy,0.0,350,2,3,M,M,57,62,68,69,71,71,"181cm | 5'11""",0,398,1855
Florian Thauvin,Udinese,France,Serie A TIM,73,RM,RW,normal,Controlled Explosive,0.0,750,4,3,H,M,69,74,72,77,46,67,"181cm | 5'11""",10,405,1999
Luke Thomas,Leicester City,England,EFL Championship,73,LB,LWB,normal,Controlled Explosive,0.0,0,2,2,H,H,75,42,64,69,71,69,"177cm | 5'10""",0,390,1842
Kristian Thorstvedt,Sassuolo,Norway,Serie A TIM,73,CM,CAM,normal,Lengthy,0.0,400,3,4,H,H,63,72,69,72,66,81,"189cm | 6'2""",0,423,1983
Gastón Togni,Defensa,Argentina,Sudamericana,73,LM,"LWB,LW",normal,Controlled Explosive,0.0,200,3,3,H,L,78,71,71,71,63,70,"180cm | 5'11""",0,424,2004
Jens Toornstra,FC Utrecht,Holland,Eredivisie,73,CDM,CM,normal,Controlled,0.0,350,3,2,M,M,55,73,75,69,70,71,"178cm | 5'10""",1,413,2022
Facundo Torres,Orlando City,Uruguay,MLS,73,RM,"LM,RW",normal,Mostly Explosive,0.0,300,3,3,H,M,81,70,70,73,38,54,"178cm | 5'10""",8,386,1826
Aiyegun Tosin,FC Lorient,Benin,Ligue 1 Uber Eats,73,ST,CF,normal,Controlled Explosive,0.0,650,3,4,H,H,89,73,61,72,38,75,"179cm | 5'10""",6,408,1914
Birama Touré,Al Riyadh,Mali,ROSHN Saudi League,73,CDM,CM,normal,Controlled,0.0,350,2,3,L,H,34,53,66,67,71,79,"183cm | 6'0""",0,370,1815
Ismaël Traoré,FC Metz,Côte d'Ivoire,Ligue 1 Uber Eats,73,CB,0,normal,Controlled,600.0,0,2,2,M,H,35,45,58,50,73,84,"184cm | 6'0""",2,345,1701
Mark Travers,Stoke City,Republic of Ireland,EFL Championship,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,73,69,70,76,40,73,"191cm | 6'3""",0,401,865
Auston Trusty,Sheffield Utd,United States,Premier League,73,CB,LB,normal,Lengthy,0.0,1.2K,2,3,H,H,79,47,56,62,71,82,"191cm | 6'3""",3,397,1805
David Turnbull,Celtic,Scotland,cinch Prem,73,CM,0,normal,Controlled,350.0,0,3,4,H,L,62,72,76,72,60,61,"185cm | 6'1""",0,403,1962
Deniz Türüç,Başakşehir,Turkey,Trendyol Süper Lig,73,RM,"LM,RW",normal,Controlled Explosive,0.0,350,3,3,H,M,75,71,73,74,57,71,"177cm | 5'10""",0,421,2036
Matthieu Udol,FC Metz,France,Ligue 1 Uber Eats,73,LB,LWB,normal,Controlled Explosive,0.0,650,2,3,H,M,72,51,65,72,71,74,"178cm | 5'10""",7,405,1905
Ayase Ueda,Feyenoord,Japan,Eredivisie,73,ST,"CAM,CF",normal,Controlled Explosive,0.0,400,3,4,H,M,80,75,55,68,27,69,"182cm | 6'0""",15,374,1820
