p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height
Arnau Tenas Ureña,Paris SG,Spain,Ligue 1 Uber Eats,70,GK,0,normal,Controlled,1,2,M,M,69,69,74,72,45,68,"185cm | 6'1"""
Robert Tesche,VfL Osnabrück,Germany,Bundesliga 2,70,CM,CDM,normal,Controlled Lengthy,2,4,M,H,52,66,69,69,68,71,"182cm | 6'0"""
Sorba Thomas,Huddersfield,Wales,EFL Championship,70,RM,"RWB,RW",normal,Controlled,3,2,H,L,86,62,66,69,49,70,"185cm | 6'1"""
Orobó Tiago,Daejeon Citizen,Brazil,K League 1,70,ST,CF,normal,Lengthy,3,5,H,L,78,70,47,65,27,72,"190cm | 6'3"""
David Timor Copoví,CD Eldense,Spain,LALIGA HYPERMOTION,70,CM,CB,normal,Controlled,3,3,M,M,34,66,71,66,67,75,"185cm | 6'1"""
Fernando Tobio,Huracán,Argentina,Sudamericana,70,CB,0,normal,Controlled Lengthy,2,2,L,M,49,30,53,46,69,79,"186cm | 6'1"""
Boris Tomiak,Kaiserslautern,Germany,Bundesliga 2,70,CB,CDM,normal,Lengthy,2,3,M,M,74,43,45,41,70,79,"193cm | 6'4"""
Pablo Torre Carral,Girona FC,Spain,LALIGA EA SPORTS,70,CAM,"CM,LM",normal,Controlled Explosive,4,4,M,M,71,60,73,69,45,53,"173cm | 5'8"""
Isaak Touré,OM,France,Ligue 1 Uber Eats,70,CB,0,normal,Lengthy,2,3,M,M,66,30,50,55,67,83,"206cm | 6'9"""
Mattéo Tramoni,Pisa,France,Serie BKT,70,CF,"CAM,ST",normal,Explosive,3,4,H,M,83,64,66,73,48,62,"175cm | 5'9"""
Enrique Triverio,The Strongest,Argentina,Libertadores,70,ST,CF,normal,Controlled Lengthy,3,4,M,L,40,73,55,67,30,74,"183cm | 6'0"""
Christos Tzolis,Düsseldorf,Greece,Bundesliga 2,70,LM,LW,normal,Controlled,4,4,M,M,80,67,63,73,35,63,"184cm | 6'0"""
Manfred Ugalde,FC Twente,Costa Rica,Eredivisie,70,ST,CF,normal,Mostly Explosive,3,4,M,M,75,71,58,71,29,51,"173cm | 5'8"""
Iké Ugbo,Cardiff City,Canada,EFL Championship,70,ST,CF,normal,Controlled Lengthy,2,3,H,L,74,68,57,68,29,69,"185cm | 6'1"""
Jacob Une-Larsson,Djurgårdens IF,Sweden,Allsvenskan,70,CB,0,normal,Controlled Lengthy,2,3,M,H,67,44,54,50,71,74,"181cm | 5'11"""
Benjamin Uphoff,SC Freiburg,Germany,Bundesliga,70,GK,0,normal,Controlled,1,2,M,M,69,69,68,71,38,69,"192cm | 6'4"""
Rodrigo Ureña,Universitario,Chile,Sudamericana,70,CDM,CM,normal,Controlled,2,3,M,H,58,60,62,65,67,74,"179cm | 5'10"""
Fernando Uribe,Millonarios,Colombia,Sudamericana,70,ST,CF,normal,Controlled,3,4,H,L,71,71,55,66,27,69,"182cm | 6'0"""
Moses Usor,LASK,Nigeria,Ö. Bundesliga,70,RM,RW,normal,Mostly Explosive,3,2,M,L,85,65,64,73,38,62,"181cm | 5'11"""
Albert Vallci,FC St. Gallen,Austria,CSSL,70,CB,RB,normal,Lengthy,2,4,M,M,70,56,60,57,68,78,"191cm | 6'3"""
Jules Van Cleemput,Sp. Charleroi,Belgium,1A Pro League,70,CB,"RWB,RB",normal,Controlled Lengthy,2,3,M,M,71,31,63,68,71,71,"183cm | 6'0"""
Thomas van den Belt,Feyenoord,Holland,Eredivisie,70,CM,CDM,normal,Controlled,3,3,H,M,58,64,67,68,63,68,"181cm | 5'11"""
Rick van Drongelen,Samsunspor,Holland,Trendyol Süper Lig,70,CB,0,normal,Mostly Lengthy,2,4,L,M,60,26,56,53,69,73,"187cm | 6'2"""
Stijn van Gassel,Excelsior,Holland,Eredivisie,70,GK,0,normal,Controlled Lengthy,1,3,M,M,71,68,63,72,44,68,"186cm | 6'1"""
Tom van Weert,AEK Athens,Holland,Hellas Liga,70,ST,CF,normal,Controlled Lengthy,2,4,H,M,69,71,57,68,28,74,"183cm | 6'0"""
Charles Vanhoutte,R. Union St.-G.,Belgium,1A Pro League,70,CDM,CM,normal,Controlled Lengthy,2,3,M,M,58,54,62,68,64,76,"182cm | 6'0"""
Jordi Vanlerberghe,KV Mechelen,Belgium,1A Pro League,70,CB,"CDM,CM",normal,Mostly Lengthy,3,3,M,M,59,61,67,65,69,74,"189cm | 6'2"""
Barnabás Varga,Ferencvárosi TC,Hungary,Magyar Liga,70,ST,CF,normal,Controlled,3,3,M,M,69,72,45,66,18,64,"178cm | 5'10"""
Sebastian Vasiliadis,Hansa Rostock,Greece,Bundesliga 2,70,CDM,CM,normal,Controlled Explosive,3,3,M,M,73,61,67,73,64,72,"175cm | 5'9"""
Nikola Vasilj,FC St. Pauli,Bosnia and Herzegovina,Bundesliga 2,70,GK,0,normal,Controlled,1,3,M,M,68,66,64,71,34,71,"193cm | 6'4"""
Johan Vásquez,Genoa,Mexico,Serie A TIM,70,CB,LB,normal,Controlled Lengthy,2,2,M,H,63,32,57,55,72,73,"185cm | 6'1"""
Cristian Vega,Colón,Argentina,LPF,70,CDM,CM,normal,Controlled,2,3,H,H,68,61,64,64,67,73,"178cm | 5'10"""
Gustavo H. Vernes,R. Valladolid CF,Brazil,LALIGA HYPERMOTION,70,CB,0,normal,Controlled Lengthy,2,2,M,M,45,34,48,56,71,76,"196cm | 6'5"""
Gastón Verón,Argentinos Jrs.,Argentina,Libertadores,70,ST,"CAM,CF",normal,Controlled,3,3,H,L,70,67,65,71,37,64,"184cm | 6'0"""
Paulo Victor da Silva,FC Midtjylland,Brazil,3F Superliga,70,LB,LWB,normal,Mostly Explosive,3,3,H,M,83,65,66,71,62,67,"178cm | 5'10"""
Joel Vieira Pereira,Lech Poznań,Portugal,PKO BP Ekstraklasa,70,RB,RWB,normal,Controlled Explosive,2,3,H,M,73,41,67,67,64,66,"178cm | 5'10"""
Oliver Villadsen,FC Nordsjælland,Denmark,3F Superliga,70,RB,RWB,normal,Mostly Explosive,3,3,H,M,85,48,63,72,62,65,"176cm | 5'9"""
Villalba,CS Emelec,Argentina,Sudamericana,70,CDM,CM,normal,Controlled,2,3,L,H,65,51,60,68,69,74,"175cm | 5'9"""
Carlos Villanueva,Club Magallanes,Chile,Sudamericana,70,CAM,CM,normal,Controlled,4,3,M,L,54,68,72,74,49,47,"173cm | 5'8"""
Alessandro Vogliacco,Genoa,Italy,Serie A TIM,70,CB,0,normal,Controlled Lengthy,2,3,M,H,70,36,52,55,71,69,"186cm | 6'1"""
Andreas Voglsammer,Millwall,Germany,EFL Championship,70,LM,"RM,LW",normal,Controlled,3,3,H,M,76,71,66,69,43,78,"178cm | 5'10"""
Bart Vriends,Sparta Rotterdam,Holland,Eredivisie,70,CB,0,normal,Controlled Lengthy,2,3,L,H,56,32,48,47,70,79,"188cm | 6'2"""
Giacomo Vrioni,New England,Albania,MLS,70,ST,CF,normal,Mostly Lengthy,4,4,H,L,74,70,55,67,23,71,"188cm | 6'2"""
Hauke Wahl,FC St. Pauli,Germany,Bundesliga 2,70,CB,0,normal,Controlled Lengthy,3,3,H,M,51,32,55,63,70,74,"189cm | 6'2"""
Sebastian Walukiewicz,Empoli,Poland,Serie A TIM,70,CB,0,normal,Lengthy,2,2,H,M,59,38,49,59,71,74,"188cm | 6'2"""
Tsuyoshi Watanabe,KAA Gent,Japan,1A Pro League,70,CB,CDM,normal,Mostly Lengthy,2,3,L,H,75,29,46,53,68,76,"186cm | 6'1"""
Brice Wembangomo,FK Bodø/Glimt,Norway,Eliteserien,70,RB,"RWB,LB",normal,Mostly Explosive,3,3,H,M,90,50,59,72,62,72,"180cm | 5'11"""
Scott Wharton,Blackburn Rovers,England,EFL Championship,70,CB,0,normal,Controlled Lengthy,2,3,L,H,63,32,50,62,69,76,"182cm | 6'0"""
Gustav Wikheim,Djurgårdens IF,Norway,Allsvenskan,70,LW,LM,normal,Mostly Explosive,4,3,M,L,86,60,63,74,44,55,"182cm | 6'0"""
Joe Williams,Bristol City,England,EFL Championship,70,CDM,CM,normal,Controlled,3,2,M,H,59,57,67,68,68,67,"185cm | 6'1"""
Josh Windass,Sheffield Wed,England,EFL Championship,70,ST,"LM,CAM,CF",normal,Explosive,3,3,H,M,85,69,66,73,35,64,"175cm | 5'9"""
Richard Windbichler,Rongcheng FC,Austria,CSL,70,CB,CDM,normal,Mostly Lengthy,2,3,M,H,64,39,54,55,69,75,"183cm | 6'0"""
Scott Wright,Rangers,Scotland,cinch Prem,70,RW,"RM,CAM,CF",normal,Explosive,3,3,H,M,89,62,64,73,29,50,"175cm | 5'9"""
Paweł Wszołek,Legia Warszawa,Poland,PKO BP Ekstraklasa,70,RM,RW,normal,Controlled,3,2,M,L,78,63,66,68,54,67,"186cm | 6'1"""
Güven Yalçın,Genoa,Turkey,Serie A TIM,70,ST,"RM,LM,CF",normal,Controlled,3,3,H,M,78,72,61,71,23,62,"184cm | 6'0"""
Kelvin Yeboah,Genoa,Italy,Serie A TIM,70,ST,CF,normal,Controlled,3,3,M,M,88,67,56,71,24,68,"185cm | 6'1"""
DeAndre Yedlin,Inter Miami CF,United States,MLS,70,RB,RWB,normal,Explosive,2,2,H,M,85,50,58,65,65,72,"171cm | 5'7"""
Darlin Yongwa,FC Lorient,Cameroon,Ligue 1 Uber Eats,70,LB,LWB,normal,Mostly Explosive,3,3,H,M,84,40,59,67,64,70,"174cm | 5'9"""
Gabriele Zappa,Cagliari,Italy,Serie A TIM,70,RB,"RWB,RM",normal,Controlled,2,2,H,M,80,51,60,66,65,72,"183cm | 6'0"""
Gyasi Zardes,Austin FC,United States,MLS,70,ST,CF,normal,Controlled,3,5,H,M,82,69,53,67,44,75,"188cm | 6'2"""
Benedikt Zech,Pogoń Szczecin,Austria,PKO BP Ekstraklasa,70,CB,0,normal,Controlled Lengthy,2,3,H,H,81,29,55,57,71,73,"186cm | 6'1"""
Deyovaisio Zeefuik,Hertha Berlin,Holland,Bundesliga 2,70,RB,"RWB,RM",normal,Controlled,2,3,H,M,79,41,61,69,67,75,"177cm | 5'10"""
Jordan Zemura,Udinese,Zimbabwe,Serie A TIM,70,LWB,"LB,LM",normal,Mostly Explosive,2,3,H,M,76,39,59,67,64,61,"173cm | 5'8"""
Yuning Zhang,Beijing Guoan,China PR,CSL,70,ST,CF,normal,Mostly Lengthy,3,4,H,L,73,71,60,63,30,77,"185cm | 6'1"""
Dingyang Zhou,Rongcheng FC,Chinese Taipei,CSL,70,CM,0,normal,Controlled Explosive,3,3,M,M,72,63,68,69,68,75,"180cm | 5'11"""
Luca Zidane,SD Eibar,France,LALIGA HYPERMOTION,70,GK,0,normal,Controlled,1,3,M,M,72,67,66,70,37,69,"183cm | 6'0"""
Philipp Ziereis,LASK,Germany,Ö. Bundesliga,70,CB,0,normal,Mostly Lengthy,2,3,M,H,61,24,57,57,70,75,"189cm | 6'2"""
Nermin Zolotic,Casa Pia AC,Bosnia and Herzegovina,Liga Portugal,70,CB,0,normal,Lengthy,2,3,M,M,54,56,64,62,68,77,"188cm | 6'2"""
Juan Zuluaga,Dep. Pereira,Colombia,Libertadores,70,CM,"RM,LM",normal,Controlled Explosive,3,3,H,M,78,58,65,69,65,68,"176cm | 5'9"""
Danny Batth,Norwich,England,EFL Championship,70,CB,0,Normal,Controlled,2,2,L,H,30,23,41,38,71,81,"191cm | 6'3"""
Mehdi Bourabia,Frosinone,Morocco,Serie A TIM,70,CM,CDM,Normal,Controlled,3,3,M,M,58,60,69,70,65,64,"183cm | 6'0"""
Terence Kongolo,SK Rapid Wien,Holland,Ö. Bundesliga,70,CB,LB,Normal,Controlled Lengthy,2,4,M,M,60,42,59,63,70,69,"188cm | 6'2"""
Hassan Kadish,Al Ittihad,Saudi Arabia,ROSHN Saudi League,70,CB,LB,Normal,Controlled,2,3,H,M,75,49,61,62,69,79,"178cm | 5'10"""
Jamal Lowe,Swansea City,Jamaica,EFL Championship,70,ST,"RM,LM,CF",Normal,Controlled,4,4,H,M,85,68,60,73,40,70,"183cm | 6'0"""
Andreas Voglsammer,Hannover 96,Germany,Bundesliga 2,70,LM,"RM,LW",Normal,Controlled,3,3,H,M,76,71,66,69,43,78,"178cm | 5'10"""
Francesco Forte,Cosenza,Italy,Serie BKT,70,ST,CF,Normal,Controlled Lengthy,2,3,M,M,53,72,62,67,32,72,"187cm | 6'2"""
Jonathan Rodríguez Menéndez,FC Cartagena,Spain,LALIGA HYPERMOTION,70,LW,LM,Normal,Controlled Explosive,3,3,H,M,78,67,71,71,52,69,"179cm | 5'10"""
Marko Dugandžić,Al Tai,Croatia,ROSHN Saudi League,70,ST,CF,Normal,Lengthy,2,2,M,L,63,68,44,64,36,76,"188cm | 6'2"""
Stefan Gartenmann,Aberdeen,Denmark,cinch Prem,70,CB,0,Normal,Mostly Lengthy,2,3,M,H,62,33,57,60,70,77,"185cm | 6'1"""
Elias Cobbaut,KV Mechelen,Belgium,1A Pro League,70,CB,0,Normal,Lengthy,2,4,M,M,68,41,67,67,68,76,"188cm | 6'2"""
Noah Joel Sarenren Bazee,Arminia Bielefeld,Nigeria,3. Liga,70,RM,RW,Normal,Controlled,3,3,M,M,81,61,64,73,29,48,"183cm | 6'0"""
Doğucan Haspolat,KVC Westerlo,Turkey,1A Pro League,70,CDM,CM,Normal,Controlled,3,3,M,H,65,55,67,68,65,69,"177cm | 5'10"""
Samuel Kalu,Lausanne-Sport,Nigeria,CSSL,70,LM,"RM,RW,LW",Normal,Mostly Explosive,4,4,H,M,85,63,66,73,34,55,"177cm | 5'10"""
Abdelhamid Sabiri,Al Fayha,Morocco,ROSHN Saudi League,70,CAM,"CM,LM",Normal,Controlled,3,4,M,M,59,69,68,75,56,64,"186cm | 6'1"""
Ola Brynhildsen,FC Midtjylland,Norway,3F Superliga,70,ST,CF,Normal,Explosive,3,3,H,M,85,70,63,72,49,67,"175cm | 5'9"""
Cristian Ganea,FCSB,Romania,SUPERLIGA,70,LB,LWB,Normal,Controlled Explosive,2,3,H,M,73,66,70,68,64,69,"175cm | 5'9"""
Carlo Holse,Samsunspor,Denmark,Trendyol Süper Lig,70,RW,"RM,CM",Normal,Mostly Explosive,3,3,H,M,79,63,67,73,53,66,"177cm | 5'10"""
Alberto Soro Álvarez,FC Vizela,Spain,Liga Portugal,70,RM,"LM,RW,ST",Normal,Controlled Explosive,3,3,M,M,77,63,68,71,44,61,"173cm | 5'8"""
Ángelo Preciado,Sparta Praha,Ecuador,Česká Liga,70,RB,"RWB,RM",Normal,Mostly Explosive,3,3,H,L,83,60,61,71,63,63,"173cm | 5'8"""
Emil Holm,Bergamo Calcio,Sweden,Serie A TIM,70,RM,"RWB,RB,RW",Normal,Lengthy,3,3,M,H,85,60,61,67,63,85,"191cm | 6'3"""
Olivier Deman,SV Werder Bremen,Belgium,Bundesliga,70,LM,"RM,LW",Normal,Controlled Explosive,3,3,H,H,76,63,68,69,65,71,"181cm | 5'11"""
Kelvin Yeboah,Montpellier,Italy,Ligue 1 Uber Eats,70,ST,CF,Normal,Controlled,3,3,M,M,88,67,56,71,24,68,"185cm | 6'1"""
Adil Aouchiche,Sunderland,France,EFL Championship,70,LM,"CM,CAM,LW",Normal,Controlled,4,3,M,M,67,63,71,72,56,57,"181cm | 5'11"""
Cody Drameh,Birmingham City,England,EFL Championship,70,RB,RWB,Normal,Controlled,2,3,H,M,80,35,60,66,65,70,"184cm | 6'0"""
Reinier Jesus Carvalho,Frosinone,Brazil,Serie A TIM,70,RM,"LM,CAM,RW",Normal,Controlled,4,4,H,M,68,67,65,76,42,65,"185cm | 6'1"""
Amin Sarr,VfL Wolfsburg,Sweden,Bundesliga,70,ST,"CF,LW",Normal,Controlled,3,3,M,M,91,67,58,69,25,68,"188cm | 6'2"""
Miguel Baeza Pérez,CD Mirandés,Spain,LALIGA HYPERMOTION,70,RM,"LM,CAM,RW",Normal,Controlled,3,3,M,M,65,64,72,70,44,50,"177cm | 5'10"""
Isaak Touré,FC Lorient,France,Ligue 1 Uber Eats,70,CB,0,Normal,Lengthy,2,3,M,M,66,30,50,55,67,83,"206cm | 6'9"""
Andrew Omobamidele,Nott'm Forest,Republic of Ireland,Premier League,70,CB,0,Normal,Mostly Lengthy,2,3,M,H,73,27,49,57,70,75,"190cm | 6'3"""
Julien Le Cardinal,Stade Brestois 29,France,Ligue 1 Uber Eats,70,RWB,"RB,CB",Normal,Controlled Lengthy,2,2,H,M,67,31,61,64,67,71,"184cm | 6'0"""
Milutin Osmajić,Preston,Montenegro,EFL Championship,70,ST,"RM,LM,CF",Normal,Controlled Lengthy,3,5,M,M,74,73,60,62,37,71,"185cm | 6'1"""
Mamadou Fall,FC Barcelona,Senegal,LALIGA EA SPORTS,70,CB,RB,Normal,Mostly Lengthy,2,2,L,M,68,34,48,57,70,74,"189cm | 6'2"""
James McAtee,Sheffield Utd,England,Premier League,70,CAM,CM,Normal,Controlled Explosive,3,3,H,M,72,63,66,73,41,60,"180cm | 5'11"""
Álvaro Fernández Carreras,Granada CF,Spain,LALIGA EA SPORTS,70,LWB,LB,Normal,Controlled,3,4,H,M,77,54,73,74,60,64,"186cm | 6'1"""
Cheick Keita,SC Bastia,France,Ligue 2 BKT,70,CB,0,Normal,Controlled Lengthy,2,3,M,M,49,30,43,52,71,71,"185cm | 6'1"""
Güven Yalçin,Karagümrük SK,Turkey,Trendyol Süper Lig,70,ST,"RM,LM,CF",non-rare,Controlled,3,3,H,M,78,72,61,71,23,62,"184cm | 6'0"""
Davide Biraschi,Karagümrük SK,Italy,Trendyol Süper Lig,70,RWB,"RB,CB",Rare,Controlled Lengthy,2,2,M,M,61,36,60,68,72,69,"182cm | 6'0"""
Samuel Bastien,Kasımpaşa,Congo DR,Trendyol Süper Lig,70,CM,LM,non-rare,Controlled Explosive,3,3,H,M,72,66,70,73,62,69,"175cm | 5'9"""
James McClean,Wrexham AFC,Republic of Ireland,EFL League Two,69,LWB,"LB,LM",normal,Controlled,3,2,H,M,66,64,65,69,62,77,"180cm | 5'11"""
Ovie Ejaria,Reading,England,EFL League One,69,LM,"CM,CAM,LW",normal,Controlled,4,3,L,M,60,61,67,78,64,63,"188cm | 6'2"""
Scott Malone,Gillingham,England,EFL League Two,69,LB,LWB,normal,Controlled,3,3,H,M,72,60,64,66,63,70,"189cm | 6'2"""
Lewis Wing,Reading,England,EFL League One,69,CM,CDM,normal,Controlled,3,3,H,M,69,64,68,69,60,68,"184cm | 6'0"""
Tom Trybull,Blackpool,Germany,EFL League One,69,CDM,CM,normal,Controlled,3,3,M,H,55,47,64,66,67,69,"181cm | 5'11"""
Josh Scowen,Wycombe,England,EFL League One,69,CDM,CM,normal,Controlled,2,3,M,H,60,54,61,65,68,75,"178cm | 5'10"""
Jason Kerr,Wigan Athletic,Scotland,EFL League One,69,CB,0,normal,Lengthy,2,3,H,M,68,44,53,59,67,80,"190cm | 6'3"""
Conor Hourihane,Derby County,Republic of Ireland,EFL League One,69,CM,CDM,normal,Controlled,3,3,M,M,52,66,71,67,63,68,"180cm | 5'11"""
Marvin Ekpiteta,Blackpool,England,EFL League One,69,CB,0,normal,Lengthy,2,1,M,M,68,29,48,52,69,75,"193cm | 6'4"""
Cameron Brannagan,Oxford United,England,EFL League One,69,CM,CDM,normal,Controlled,3,3,H,M,64,65,69,67,60,72,"180cm | 5'11"""
Nathan Baxter,Bolton,England,EFL League One,69,GK,0,normal,Controlled,1,2,M,M,71,68,62,70,41,71,"189cm | 6'2"""
Luca Connell,Barnsley,Republic of Ireland,EFL League One,69,CDM,CM,normal,Controlled,2,3,M,M,66,56,68,67,61,70,"177cm | 5'10"""
Rayane Aabid,Hatayspor,France,Trendyol Süper Lig,69,CM,CDM,normal,Controlled,3,3,M,H,67,60,69,71,62,67,"178cm | 5'10"""
Matthis Abline,FC Nantes,France,Ligue 1 Uber Eats,69,ST,CF,normal,Controlled Explosive,3,3,M,M,77,70,55,72,23,55,"182cm | 6'0"""
Peter Abrahamsson,BK Häcken,Sweden,Allsvenskan,69,GK,0,normal,Controlled Lengthy,1,3,M,M,69,70,69,70,41,68,"190cm | 6'3"""
Afonso Manuel Abreu Freitas,Vitória SC,Portugal,Liga Portugal,69,LWB,"RWB,LB",normal,Controlled,2,2,M,M,69,32,53,65,66,63,"181cm | 5'11"""
Jonás Acevedo,Instituto,Argentina,LPF,69,LM,"RM,LW",normal,Controlled Explosive,3,3,H,L,72,68,69,69,51,58,"172cm | 5'8"""
Boadu Maxwell Acosty,Suwon Samsung,Ghana,K League 1,69,RW,RM,normal,Controlled,4,4,H,M,85,66,61,71,33,66,"178cm | 5'10"""
Sam Adekugbe,Whitecaps FC,Canada,MLS,69,LB,LWB,normal,Mostly Explosive,2,2,H,M,86,50,60,70,61,76,"175cm | 5'9"""
David Affengruber,SK Sturm Graz,Austria,Ö. Bundesliga,69,CB,0,normal,Controlled,2,3,H,M,73,41,51,55,69,73,"185cm | 6'1"""
Saad Agouzoul,AJ Auxerre,Morocco,Ligue 2 BKT,69,CB,0,normal,Controlled Lengthy,2,3,L,M,44,38,53,51,70,66,"192cm | 6'4"""
Marc Aguado Pallarés,Real Zaragoza,Spain,LALIGA HYPERMOTION,69,CDM,0,normal,Controlled,2,3,M,M,66,52,66,66,67,60,"178cm | 5'10"""
Martín Aguirregabiria,FC Famalicão,Spain,Liga Portugal,69,RB,"RWB,LB,RM",normal,Controlled,3,3,H,M,63,35,61,67,67,64,"178cm | 5'10"""
Young Kyu Ahn,GwangJu FC,Korea Republic,K League 1,69,CB,0,normal,Mostly Lengthy,2,3,L,H,61,31,41,56,69,76,"185cm | 6'1"""
Youssef Aït Bennasser,Samsunspor,Morocco,Trendyol Süper Lig,69,CDM,CM,normal,Controlled,3,3,H,M,65,62,72,73,65,65,"184cm | 6'0"""
Marley Aké,Udinese,France,Serie A TIM,69,LM,LW,normal,Controlled Explosive,3,3,M,M,77,63,63,73,39,55,"177cm | 5'10"""
Marvin,UD Las Palmas,Spain,LALIGA EA SPORTS,69,RM,"RB,RW",normal,Controlled Explosive,4,4,M,H,86,61,60,69,60,67,"178cm | 5'10"""
Babajide David Akintola,Adana Demirspor,Nigeria,Trendyol Süper Lig,69,RW,"RM,LW",normal,Mostly Explosive,3,4,M,M,90,62,58,70,40,66,"180cm | 5'11"""
Chadrac Akolo,FC St. Gallen,Congo DR,CSSL,69,ST,"CF,RW",normal,Explosive,4,3,H,M,87,67,62,76,29,66,"172cm | 5'8"""
Abdulelah Al Amri,Al Nassr,Saudi Arabia,ROSHN Saudi League,69,CB,RB,normal,Controlled Lengthy,2,2,H,M,69,29,49,47,67,82,"182cm | 6'0"""
Abdulrahman Al Obud,Al Ittihad,Saudi Arabia,ROSHN Saudi League,69,RM,"LM,RW",normal,Explosive,3,2,H,M,91,60,57,70,45,58,"174cm | 5'9"""
Mohammed Al Owais,Al Hilal,Saudi Arabia,ROSHN Saudi League,69,GK,0,normal,Controlled,1,2,M,M,77,62,60,71,51,64,"185cm | 6'1"""
Fernando Alarcón,Instituto,Argentina,LPF,69,CB,0,normal,Controlled Lengthy,2,2,M,M,53,33,45,37,72,73,"185cm | 6'1"""
Jostin Alarcón,Sporting Cristal,Peru,Libertadores,69,CM,LW,normal,Controlled,3,4,H,M,74,63,68,71,62,68,"180cm | 5'11"""
Diego Alende López,FC Andorra,Spain,LALIGA HYPERMOTION,69,CB,0,normal,Controlled Lengthy,2,3,M,M,52,26,47,49,69,68,"183cm | 6'0"""
Faride Alidou,1. FC Köln,Germany,Bundesliga,69,LM,LW,normal,Controlled,4,3,M,M,85,59,60,73,28,58,"186cm | 6'1"""
Nabil Alioui,Havre AC,France,Ligue 1 Uber Eats,69,LW,"LM,ST",normal,Controlled,4,4,M,L,70,68,65,73,27,58,"175cm | 5'9"""
Joe Allen,Swansea City,Wales,EFL Championship,69,CDM,CM,normal,Controlled,3,2,M,H,57,61,68,71,67,60,"170cm | 5'7"""
Ocimar Almeida Júnior,Orlando City,Brazil,MLS,69,CDM,CM,normal,Controlled,3,3,H,H,64,64,64,70,65,73,"180cm | 5'11"""
Zlatan Alomerović,Jagiellonia,Serbia,PKO BP Ekstraklasa,69,GK,0,normal,Controlled,1,2,M,M,72,66,62,70,37,66,"187cm | 6'2"""
Skelly Alvero,OL,France,Ligue 1 Uber Eats,69,CDM,0,normal,Controlled Lengthy,3,3,M,M,59,52,63,67,64,80,"202cm | 6'8"""
Lisandro Alzugaray,LDU Quito,Argentina,Sudamericana,69,RM,"CM,RW,ST",normal,Controlled,4,3,M,M,70,68,68,69,55,55,"176cm | 5'9"""
David Nicolás Andrade,Pisa,Brazil,Serie BKT,69,GK,0,normal,Controlled Lengthy,1,5,M,M,71,69,64,71,43,67,"190cm | 6'3"""
Komnen Andrić,Clermont Foot 63,Serbia,Ligue 1 Uber Eats,69,ST,CF,normal,Mostly Lengthy,3,3,H,H,60,68,53,66,29,70,"189cm | 6'2"""
David Andújar Jiménez,Tianjin JMT FC,Spain,CSL,69,CB,0,normal,Lengthy,2,3,M,M,54,35,49,54,69,79,"189cm | 6'2"""
Iván Angulo,Orlando City,Colombia,MLS,69,LM,LW,normal,Mostly Explosive,3,3,M,M,86,60,62,71,40,53,"170cm | 5'7"""
Bryan Angulo,CS Emelec,Ecuador,Sudamericana,69,ST,CF,normal,Controlled,3,4,H,M,71,68,49,67,25,71,"183cm | 6'0"""
Taylan Antalyalı,Samsunspor,Turkey,Trendyol Süper Lig,69,CM,CDM,normal,Controlled,3,3,M,H,67,64,67,67,68,73,"180cm | 5'11"""
Mirko Antonucci,Spezia,Italy,Serie BKT,69,CAM,ST,normal,Controlled Explosive,3,4,H,M,76,68,66,72,41,60,"178cm | 5'10"""
César Araújo,Orlando City,Uruguay,MLS,69,CDM,CM,normal,Controlled,3,3,L,H,61,53,56,63,65,68,"178cm | 5'10"""
Héber,Sounders FC,Brazil,MLS,69,ST,CF,normal,Controlled,3,3,M,L,64,68,55,65,32,68,"180cm | 5'11"""
Scott Arfield,Charlotte FC,Canada,MLS,69,CM,CAM,normal,Controlled,2,3,H,M,43,68,70,70,65,63,"179cm | 5'10"""
Junior Arias,The Strongest,Uruguay,Libertadores,69,ST,CF,normal,Controlled,2,3,H,L,60,69,54,67,27,73,"179cm | 5'10"""
Armoa,Tigre,Paraguay,Sudamericana,69,RM,RW,normal,Controlled Explosive,3,3,H,L,80,63,63,67,23,57,"175cm | 5'9"""
Toluwalase Arokodare,KRC Genk,Nigeria,1A Pro League,69,ST,CF,normal,Lengthy,2,3,M,M,67,67,48,63,30,80,"197cm | 6'6"""
Sergio Arribas Calvo,UD Almería,Spain,LALIGA EA SPORTS,69,CAM,"RW,LW",normal,Controlled,3,3,H,M,62,73,58,73,33,50,"173cm | 5'8"""
Anderson Arroyo,FC Andorra,Colombia,LALIGA HYPERMOTION,69,CB,RB,normal,Controlled,2,4,H,M,71,29,55,60,69,72,"176cm | 5'9"""
Dixon Arroyo,Inter Miami CF,Ecuador,MLS,69,CDM,CM,normal,Controlled,3,3,M,H,59,33,59,59,70,69,"179cm | 5'10"""
Hakan Arslan,Sivasspor,Turkey,Trendyol Süper Lig,69,CM,CDM,normal,Controlled Lengthy,3,3,M,H,59,69,66,69,69,75,"186cm | 6'1"""
Carlos Ascues,UCV,Peru,Sudamericana,69,CB,"CDM,CM",normal,Controlled Lengthy,2,2,M,M,56,61,60,67,67,77,"187cm | 6'2"""
